user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,,,,,attraction_name
M24****767,1分,不佳,景色1,趣味1,性价比1,没有游客服务，态度恶劣，不会再来。出口处有个房间，上标“吉章积分兑换处”，也立“黄浦区学雷锋志愿服务站”。但是，注意，只要进了这个门，还没说话，有两名服务人员就会赶你出门，说这里不是商店。问有没有开水，说没有。孩子热进门站了不到3秒，立马被服务人员制止赶了出去，孩子什么都没问也没说话。服务人员赶人出门态度特别恶劣！请问志愿服务岗挂牌提供了什么服务？！连进都不让进，真是呵呵,IP属地:上海,,,,,豫园差评
M28****204,1分,不佳,景色3,趣味1,性价比3,"除了地面做的精细，其他越来越差了
这种的建议免费开放",IP属地:宁夏,,,,,豫园差评
320****923,1分,不佳,景色1,趣味1,性价比1,热 人挤人 毫无体验感,IP属地:美国,,,,,豫园差评
M22****5550,1分,不佳,景色1,趣味1,性价比1,**景点，学生票查来查去的有毛病,IP属地:上海,,,,,豫园差评
320****610,1分,不佳,景色1,趣味1,性价比1,纯纯的一个坑，跟苏州的拙政园根本没法比，不建议去踩坑，水都有异味了，亭台楼阁也就那么回事，介绍时还好意思说是圆明园之前最好的园林，真是贻笑大方,IP属地:上海,,,,,豫园差评
M39****5545,2分,一般,景色1,趣味1,性价比1,可参观性很低，复古性好少。商业性很强,IP属地:广东,,,,,豫园差评
203****677,1分,不佳,景色3,趣味1,性价比2,没什么值得再去,IP属地:上海,,,,,豫园差评
_TI***q8,1分,不佳,,,,"如果是免费的,那一点也不麻烦,但是价格不是很好,相反,在附近看到商业区很有趣,所以我建议您去周围。建议只用甜点,在其他地方吃米饭",IP属地:未知,,,,,豫园差评
_WeCh****147770,2分,一般,景色3,趣味3,性价比3,一般般，没什么特别突出的景观,IP属地:山东,,,,,豫园差评
匿名用户,2分,一般,景色1,趣味1,性价比1,个人不推荐，有想去可以试一下,IP属地:吉林,,,,,豫园差评
匿名用户,2分,一般,景色3,趣味2,性价比1,进园到处都是出口提示，随时都有服务人员提醒出园时间，完全影响进园观赏心情。差差差！！！！,IP属地:上海,,,,,豫园差评
M26****244,2分,一般,景色2,趣味1,性价比1,人多，环境差,IP属地:浙江,,,,,豫园差评
m78****78,1分,不佳,景色1,趣味1,性价比1,差，二十分钟就出去啦！啥也没有，假山，连廊,IP属地:上海,,,,,豫园差评
M31****983,1分,不佳,景色1,趣味1,性价比1,里边没什么东西,IP属地:辽宁,,,,,豫园差评
M17****050,1分,不佳,景色1,趣味1,性价比1,和苏州园林差得远,IP属地:上海,,,,,豫园差评
,2分,一般,景色4,趣味1,性价比3,景是可以的，但實在太多人了走都走不動，體驗感很差，不會再去。,IP属地:中国香港,,,,,豫园差评
_WeCh****383882,1分,不佳,景色1,趣味1,性价比1,没意思，啥也没有就人很多，进去没啥意思，也没看出来有什么,IP属地:上海,,,,,豫园差评
,1分,不佳,景色1,趣味1,性价比1,**的一路上没找到厕所，尿给我憋的去医院输了几天吊水，还插了尿管，我下次再去玩我要带个水瓶子，不然不知道在哪里撒尿。,IP属地:广东,,,,,豫园差评
匿名用户,2分,一般,景色2,趣味2,性价比3,人多到爆，没什么看点，地方小，里面拥挤，厕所是上海最干净的，保洁阿姨次次清,IP属地:浙江,,,,,豫园差评
631****983,1分,不佳,景色1,趣味1,性价比1,没什么好看的，非常普通,IP属地:上海,,,,,豫园差评
M27****628,1分,不佳,景色1,趣味1,性价比1,山水鱼塘不适合年轻人，孩子一点兴趣都没有,IP属地:福建,,,,,豫园差评
,1分,不佳,景色1,趣味1,性价比1,苏浙沪的园子大部分都去过了吧。这个豫园怎么说呢，完全没有性价比，非常不值得专程一看的地方。故宫才60.. 这个小小的园子可以说没啥值得看的地方居然敢30～40，非常不推荐。实在无聊可以看一哈～,IP属地:上海,,,,,豫园差评
匿名用户,1分,不佳,景色3,趣味1,性价比1,刚进去没多久就开始赶人，4点半着急下班清场，必须走，体验非常差，景区管理也非常差，没想到素质这么低，太恶心人了，人员非常大声赶人，马上让你出去，指着让出口出去赶紧走，就差涂抹喷脸上了，从来没有体验这么差过，上海景区一堆就这个豫园非常不推荐去，景色是可以，就是服务人恶心人了，想看不如去苏州,IP属地:上海,,,,,豫园差评
心灵枷锁,1分,不佳,景色1,趣味1,性价比1,一点都不好，检票口的检票人员和**.一样,IP属地:吉林,,,,,豫园差评
M31****0084,2分,一般,景色2,趣味2,性价比2,没有意思太差了,IP属地:四川,,,,,豫园差评
爱旅游的人掌舵手,1分,不佳,景色1,趣味1,性价比1,不好玩超级无趣不要去，不值得去,IP属地:山东,,,,,豫园差评
七月里的冬天,1分,不佳,景色1,趣味1,性价比1,我相信人少的时候，豫园一定是个漂亮的园子。但中秋国庆假期，在上海玩了这么多天，豫园是唯一一个让我感到压抑窒息、头晕头疼，甚至出来以后浑身不适，我一度以为自己在密集的人流中感染了什么病毒，甚至在离开豫园之后24小时才缓过来。从九曲桥人挤人排队开始整个人就不好了，好在时间不长，当天肯定是买不到票的，我提前在携程买了票，以为流量有控制，但是我天真了，限流做得非常不好，园子里面每一块石头，每一个曲径通幽处，每一个凉亭都站满或者坐满了人。一些小路没有控制进出和上下顺序，主打一个到处撞车，也没看到维持秩序的工作人员，再加上有些素质低的人，强行堵路拍照，非常担心小朋友被挤到水里。这种小园林，人多真的一点美感都没有，不是幽闭，都快自闭了，分分钟想逃离。如果当天限流是A，建议以后限流至A/4。,IP属地:广东,,,,,豫园差评
M23****4800,2分,一般,景色2,趣味1,性价比3,园子很普通，好多的人,IP属地:上海,,,,,豫园差评
理想99333,2分,一般,景色3,趣味2,性价比1,没啥亮点，一点意思没有，属于那种来过一次再也不想来第二次那种，整体呆了不到30分钟就出来了，我感觉游玩不拍照的话10分钟就足够了,IP属地:上海,,,,,豫园差评
_CFT0****2682,1分,不佳,景色1,趣味1,性价比1,不好不好??！,IP属地:上海,,,,,豫园差评
_WeCh****820875,1分,不佳,景色1,趣味1,性价比1,体验感不好,IP属地:江苏,,,,,豫园差评
我爱妮妮宝贝,2分,一般,景色2,趣味2,性价比2,一般般，人多，拥挤,IP属地:上海,,,,,豫园差评
_M13****0682,1分,不佳,,,,进园之后，发现都是台阶，推着婴儿车寸步难行，问入口处和服务中心，都说不能寄存，于是就抱着小孩，抬着车子直接就出去了。,IP属地:上海,,,,,豫园差评
老礼礼,2分,一般,景色2,趣味2,性价比2,值得去的地方，景色宜人，性价比高。,IP属地:湖南,,,,,豫园差评
匿名用户,1分,不佳,景色1,趣味1,性价比1,没来的就不要来了，人挤人，景观全是新修的，观赏价值不高，很失望,IP属地:浙江,,,,,豫园差评
_wech****538446,2分,一般,景色2,趣味2,性价比2,一般，地方小，没有特色，不值得推荐,IP属地:上海,,,,,豫园差评
_WeCh****822090,1分,不佳,景色1,趣味1,性价比1,非常无聊，这么高的分怎么来的？进去就10分钟看完了！,IP属地:上海,,,,,豫园差评
,2分,一般,景色2,趣味2,性价比3,逛街吃东西商业街很多人人多到寸步难行,IP属地:广东,,,,,豫园差评
老礼礼,2分,一般,景色2,趣味2,性价比2,景色很美，值得一看的地方，来了就去下。,IP属地:湖南,,,,,豫园差评
瀚槿大帝88,2分,一般,景色2,趣味2,性价比2,黄金位置的豫园，现在已然成为这里的小商品集散地！,IP属地:甘肃,,,,,豫园差评
110****918,1分,不佳,景色1,趣味1,性价比1,比庙会人还多，站会歇脚的地方都没有。前门进，后门出，10分钟，太不值了。不如朱家角的课植园。,IP属地:上海,,,,,豫园差评
匿名用户,1分,不佳,景色3,趣味3,性价比2,真的很小！！！,IP属地:上海,,,,,豫园差评
134****5673,2分,一般,景色2,趣味2,性价比2,真是世风日下的景点，商业的混浊充满着这家景点。,IP属地:北京,,,,,豫园差评
M23****4587,2分,一般,景色3,趣味1,性价比1,今生再也不见,IP属地:上海,,,,,豫园差评
63****175,2分,一般,景色2,趣味2,性价比2,劝退各位，没有特别情怀不要去了，浪费钱和时间，人太多，景色基本谈不上，又小，也许人少季节好的时候可以看看，暑假还是算了吧,IP属地:上海,,,,,豫园差评
匿名用户,1分,不佳,景色1,趣味1,性价比1,没啥风景看，只能看头,IP属地:上海,,,,,豫园差评
王奕潼的妈,2分,一般,景色2,趣味2,性价比1,园内密不透风，大热天没有任何降温措施和设施。人流量超大。进去直接是中暑的感觉，就赶紧撤离。不会去第二次。,IP属地:上海,,,,,豫园差评
比利时赵云,1分,不佳,景色1,趣味1,性价比1,别来别来 不是尬黑 人多离谱的很 啥也玩不了 夏天还热,IP属地:上海,,,,,豫园差评
匿名用户,2分,一般,景色2,趣味2,性价比2,地方小，没什么好看的，30块也不要求什么了,IP属地:河北,,,,,豫园差评
138****9287,2分,一般,景色2,趣味1,性价比1,人太多。体验感很差。,IP属地:四川,,,,,豫园差评
啊醋,1分,不佳,景色3,趣味1,性价比1,一个字人是真**的多,IP属地:江苏,,,,,豫园差评
M35****8937,2分,一般,景色2,趣味1,性价比1,不值门票钱,IP属地:浙江,,,,,豫园差评
匿名用户,2分,一般,景色2,趣味2,性价比2,隐藏在闹市里面的一座古建筑，公园式的园林，走走逛逛1个小时加上拍照可以逛完，能看的元素不多，跟很多地方的园林区别不大，时间充足可以玩，不充足可以不去了,IP属地:北京,,,,,豫园差评
E21****96,2分,一般,景色2,趣味2,性价比2,本来园子是很美的，只是公园不大，又是在暑期旺季，进去人挨人、人挤人，走都走不动??  进去2分钟果断出来了，不会再来了。(图片都是极力躲着人群照的??),IP属地:河北,,,,,豫园差评
205****351,1分,不佳,景色1,趣味1,性价比1,进去就是看人头,IP属地:湖南,,,,,豫园差评
M38****4409,1分,不佳,景色1,趣味1,性价比1,只能说三个人花了90元买门票买了个寂寞，一点都没意思，花钱买了个教训,IP属地:江苏,,,,,豫园差评
134****5673,2分,一般,景色2,趣味2,性价比2,这里真不咋地，吃的又贵，卫生搞得很差，！,IP属地:北京,,,,,豫园差评
小月半魔女,1分,不佳,景色1,趣味1,性价比1,"不会再来，拉跨的景点
太差劲了
不推荐
非常不好非常差！！！！！不会再来，拉跨的景点
太差劲了
不推荐！！！！！！！！！！",IP属地:上海,,,,,豫园差评
Alden先生,2分,一般,景色2,趣味2,性价比4,豫园是真的没什么可看的，有些地方还锁着不让去看。挺小的一个园子，高度商业化、无趣。比起来苏州园林，豫园实在差挺多的。不建议,IP属地:新加坡,,,,,豫园差评
M22****429,2分,一般,景色3,趣味2,,"【景色】很喜欢
【趣味】很喜欢??",IP属地:吉林,,,,,豫园差评
D06****85,2分,一般,景色3,趣味1,性价比2,不去后悔，去了更后悔。人比花多，人比鱼多，人声嘈杂，但是看了个寂寞，很寂寞。,IP属地:山东,,,,,豫园差评
爱吃胡萝卜??的兔子??,1分,不佳,景色1,趣味1,性价比1,不值当的去一次的地方，就是一个小花园，仅此而已，大家不要去溜达了，两个存包的地方都没有的，服务也一般般的，不推荐大家去的。,IP属地:浙江,,,,,豫园差评
三年级小红,2分,一般,景色2,趣味3,性价比3,一般般吧，最好工作日去，周末去真不值得，只能看个人头……而且实在是拍不到好看的。也很热，自带水，着装也要轻快的，才好入景。,IP属地:广东,,,,,豫园差评
地球另一个角落   ??,1分,不佳,景色2,趣味1,性价比1,没有想象中好，门票价格还这么高，特别失望对这种大城市大都市，。而且没有特别好吃的好玩的特色的？？？？？？？？？，。。。。？？？,IP属地:河南,,,,,豫园差评
庚ooo,1分,不佳,景色1,趣味1,性价比1,谁去我笑他两年半,IP属地:江苏,,,,,豫园差评
300****956,2分,一般,景色2,趣味2,性价比2,还一般般吧，也就那样，不好玩的,IP属地:广东,,,,,豫园差评
大老粗爱装文艺,2分,一般,景色2,趣味2,性价比2,这个地方挺多人来的，据说过年过节氛围更好,IP属地:湖北,,,,,豫园差评
134****5673,2分,一般,景色2,趣味2,性价比2,卖的都是吃的，而且贵，附近所谓的珠宝店成群，景点缺少的可怜！,IP属地:北京,,,,,豫园差评
H-MW,1分,不佳,景色1,趣味1,性价比1,无话可说了，不好玩,IP属地:上海,,,,,豫园差评
大树下订单,1分,不佳,景色1,趣味1,性价比1,节假日人多的很，其实景色吧也就那样，属于来一次不会来第二次的那种,IP属地:上海,,,,,豫园差评
M48****5863,1分,不佳,景色1,趣味1,性价比1,太差了，根本就不是豫园里面，走了一小时路程都没找到入口，为了走九曲桥结果根本就没有撒东西，纯属骗钱的,IP属地:上海,,,,,豫园差评
阿里山的哥哥,1分,不佳,景色3,趣味1,性价比1,被网络忽悠过去的,IP属地:浙江,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，闹市中的安静地，还不错,IP属地:内蒙古,,,,,豫园差评
空白进时间,1分,不佳,景色1,趣味1,性价比1,不值得去，商业化运作太严重，失去意义,IP属地:福建,,,,,豫园差评
木呈轩,2分,一般,景色2,趣味3,性价比2,值得一去，如果你喜欢看园林设计的话,IP属地:广东,,,,,豫园差评
木呈轩,2分,一般,景色2,趣味2,性价比3,蛮不错，有点意思，意境，意义。,IP属地:广东,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，还不错，春节的灯会，庙会还不错,IP属地:陕西,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，闹市中的地方，还不错,IP属地:内蒙古,,,,,豫园差评
E23****1381,1分,不佳,景色1,趣味1,性价比1,很小的园子，不好看,IP属地:上海,,,,,豫园差评
M36****0821,1分,不佳,景色1,趣味1,性价比1,去过一次之后再也不想去的地方。服务环境都不行,IP属地:广东,,,,,豫园差评
成橙橙cur,1分,不佳,景色5,趣味1,性价比1,无聊很无聊,,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，晚上的灯光秀很漂亮，值的去看看,,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，豫园灯会非常漂亮。值的一看,,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，城市中的清净之地，没事可以转转,,,,,,豫园差评
空白进时间,1分,不佳,景色1,趣味1,性价比1,不推荐，不值得去，太商业化，除了鄙就是视,,,,,,豫园差评
大老粗爱装文艺,1分,不佳,景色1,趣味1,性价比1,外地人去大魔都比打卡的地方，有点特色,,,,,,豫园差评
被风吹过的红叶,1分,不佳,景色1,趣味1,性价比1,上海豫园，城市里安静之地，还不错,,,,,,豫园差评
广东市民林先生,1分,不佳,景色1,趣味1,性价比1,在豫园快要隔离崩溃了，酒店不提供早餐，可以理解，但是沐浴露也用完了，还是携程好，跟他们说一下，他直接报销了，我买沐浴露的钱。,,,,,,豫园差评
木呈轩,2分,一般,景色2,趣味2,性价比2,有意思的挺合适去逛逛，提升一下自己的品味。,,,,,,豫园差评
M45****2574,2分,一般,景色2,趣味2,性价比2,所谓的特色小吃都不怎么样，本地人基本都不会去了！,,,,,,豫园差评
云在风中、东边日出西边雨,2分,一般,景色2,趣味2,性价比2,不太建议去豫园，小吃本地人不吃,,,,,,豫园差评
老子^_^李聃,2分,一般,景色3,趣味2,性价比2,春节灯火辉煌灯会漂亮灌汤包不错哦,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,这个角度的豫园还是第一次见到，还不错，很新颖！,,,,,,豫园差评
joe_zhou170271,2分,一般,景色2,趣味2,性价比2,上海本地人都不去的所谓经典景点,,,,,,豫园差评
唯你掛念,2分,一般,景色2,趣味2,性价比2,上海豫园不错，感觉还不错，江南园林。,,,,,,豫园差评
共同的足迹,2分,一般,景色4,趣味3,性价比2,园子偏小，需要带个地铁参观，容易迷路，时间控制2-3小时，出口在豫园商城。,,,,,,豫园差评
小胖子168,2分,一般,景色2,趣味2,性价比2,一般般吧，没什么特别的地方吗？。。。。。。。。,,,,,,豫园差评
小胖子168,2分,一般,景色2,趣味2,性价比2,一般般吧，没什么特别的地方吗？@@,,,,,,豫园差评
E12****18,2分,一般,景色2,趣味2,性价比2,这里可以过来看看还是不错的选择是正确?,,,,,,豫园差评
134****5673,2分,一般,景色2,趣味2,性价比2,商业化太浓，饮食味道不地道，服务很差，体验感很不好！,,,,,,豫园差评
小胖子168,2分,一般,景色2,趣味2,性价比2,一般般吧，没什么特别的地方吗？,,,,,,豫园差评
小胖子168,2分,一般,景色2,趣味2,性价比2,一般般吧，没什么特别的地方吗@@,,,,,,豫园差评
E12****18,2分,一般,景色2,趣味2,性价比2,这里还是不错的选择是，可以过来看看吧,,,,,,豫园差评
xmychem,2分,一般,景色3,趣味2,性价比2,网红之地，打卡第一！徒有虚名，伤心所在！,,,,,,豫园差评
故事的荡秋千,2分,一般,景色2,趣味2,性价比2,城市里自己修了个园林，没什么特色,,,,,,豫园差评
小胖子168,2分,一般,景色2,趣味2,性价比2,一般般吧，没什么特别的地方@@,,,,,,豫园差评
DavidGraham1999,2分,一般,景色2,趣味2,性价比2,光靠一个名声，小吃都失去了味道,,,,,,豫园差评
M33****437,2分,一般,景色2,趣味2,性价比2,好玩吗？或许是的吧！好玩吗？或许是的吧！,,,,,,豫园差评
无限想象~,2分,一般,景色2,趣味2,性价比2,环境还不错的啊。玩玩还可以的。,,,,,,豫园差评
DavidGraham1999,2分,一般,景色2,趣味2,性价比2,里面的各类小吃已经失去了原本的味道,,,,,,豫园差评
剑气横秋,2分,一般,景色2,趣味2,性价比2,不是节假日，带着孩子可以的吧。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,去过一次后悔一世，儿时的味道永远都不会再有了。,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,夜晚灯光美如画嘞，太美啦，美的深沉！！,,,,,,豫园差评
映山红1975,2分,一般,景色2,趣味2,性价比2,一般般的地方，人多的地方，一般般,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,好美的地方，灯光衬托出深沉的美景？！！,,,,,,豫园差评
joe_zhou170271,2分,一般,景色2,趣味2,性价比2,上海豫园本地人不愿意去的所谓景点啊,,,,,,豫园差评
DavidGraham1999,2分,一般,景色2,趣味2,性价比2,卖的小吃都已经失去了原有的味道,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,这么美的夜景啊！比现在仿造的好看多了,,,,,,豫园差评
剑气横秋,2分,一般,景色2,趣味2,性价比2,只要不是节假日去，那还是可以的,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,什么玩意儿，去过一次后悔一辈子。,,,,,,豫园差评
joe_zhou170271,1分,不佳,景色1,趣味1,性价比1,本地人不去的所谓景点人工痕迹太甚,,,,,,豫园差评
Singlelion,2分,一般,景色2,趣味2,性价比2,就跟大型批发市场一样，主要是坑老外的。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,小时候学校组织去过一次，到现在想起来都后悔。,,,,,,豫园差评
森七微凉USA,1分,不佳,景色1,趣味1,性价比1,不推荐理由太多，卫生差景色差没什么可留恋简直,,,,,,豫园差评
夏沫&柒玥,2分,一般,景色3,趣味1,性价比3,现场排队混乱不堪，真的不想再去第二次,,,,,,豫园差评
joe_zhou170271,2分,一般,景色2,趣味2,性价比2,老上海都不去的地方只是游客的必经之地,,,,,,豫园差评
冬虫草呢,2分,一般,景色4,趣味4,性价比4,上海著名景点，景色好，园林布置巧妙,,,,,,豫园差评
M29****121,2分,一般,景色3,趣味3,性价比3,票只能一张一张买，而且机器有可能出问题，身份证刷不出。前期体验差,,,,,,豫园差评
兰州拉面,1分,不佳,景色1,趣味1,性价比1,景色不好 氛围也不好，性价比低的不行,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,去过的都知道，这真的是浪费时间。,,,,,,豫园差评
M41****9269,1分,不佳,景色1,趣味1,性价比1,不是特别好,,,,,,豫园差评
阿猫阿狗10086,2分,一般,景色2,趣味2,性价比2,还没如果 下次到上海一定要去一趟,,,,,,豫园差评
剑气横秋,2分,一般,景色2,趣味2,性价比2,这里的体验很一般，个人感觉而已,,,,,,豫园差评
剑气横秋,2分,一般,景色2,趣味2,性价比2,节假日人太多，吃的东西太贵了点,,,,,,豫园差评
被风吹过的红叶,2分,一般,景色2,趣味2,性价比2,豫园，处于闹市中的安静之地，休养生息,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,几十年了只去过一次，这一生也只会去这一次。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,徒有其名而已，其实一点意思都没有。,,,,,,豫园差评
Singlelion,2分,一般,景色2,趣味2,性价比2,豫园现在就是过大集的场景，没有了古典园林的气息了。,,,,,,豫园差评
原木2017,1分,不佳,景色1,趣味1,性价比1,没啥看头，不值这个门票价,,,,,,豫园差评
小老虎真的很努力,1分,不佳,景色1,趣味1,性价比1,全国小吃街都一个样，骗外地游客，千万不要去,,,,,,豫园差评
Singlelion,2分,一般,景色2,趣味2,性价比2,那就是骗外地游客的地方，本地人根本没人去。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,一个低档的，杂乱的，你贪几时而已？,,,,,,豫园差评
小老虎真的很努力,1分,不佳,景色1,趣味1,性价比1,严重不推荐，全国标准化的商业街，没啥特色,,,,,,豫园差评
野牛开荤,2分,一般,景色3,趣味2,性价比3,小时候住在附近经常去，南翔小笼包店永远排长队，味道其实一般,,,,,,豫园差评
一番搾り,2分,一般,景色2,趣味2,性价比2,在上海本地还算是比较有名的一处景点，游客众多，络绎不绝，但景区里可供观赏的东西不多，商业氛围较重，性价比实在一般！推荐给大家参考！,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,最喜欢这里的绿色，绿地健康，绿地舒服！,,,,,,豫园差评
乌特维尔李江,2分,一般,景色2,趣味2,性价比2,还是不值得去，没啥意思，一点点！,,,,,,豫园差评
dav****urne,2分,一般,景色2,趣味2,性价比2,没意思…………………………………,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,名闻遐迩，名不符实。不去不甘心，去了也白去。,,,,,,豫园差评
小老虎真的很努力,2分,一般,景色2,趣味2,性价比2,商业化太浓厚了，全国小吃一个样，真没啥好去的，,,,,,,豫园差评
dav****urne,2分,一般,景色2,趣味2,性价比2,一般～～～～～～～～～～～～～,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,真的没有什么好，就是凑个热闹的地方。,,,,,,豫园差评
怕飞的冰王子,1分,不佳,景色1,趣味1,性价比1,什么东西都没有，就跟一个地摊货的集中地一模一样。,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,夏天看着很清凉，这种绿色看起来很清凉凉爽,,,,,,豫园差评
被风吹过的红叶,2分,一般,景色2,趣味2,性价比2,还行吧，毕竟出门旅游了，转一下,,,,,,豫园差评
M29****7719,1分,不佳,景色1,趣味1,性价比1,太没意思了,,,,,,豫园差评
joe_zhou170271,2分,一般,景色2,趣味2,性价比2,很普通的园林商业化的景点没啥看头,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,这种绿色好依然美在自然，很让人舒服的生态绿,,,,,,豫园差评
e42****97,2分,一般,景色2,趣味2,性价比2,一般一般一般一般一般一般一般一般一般,,,,,,豫园差评
M22****5979,2分,一般,景色2,趣味2,性价比1,不怎么样。,,,,,,豫园差评
M47****5193,1分,不佳,景色2,趣味1,性价比2,景色挺美好，园林蛮小巧。态度真的好，再也不来了。,,,,,,豫园差评
Stupidbch,1分,不佳,景色1,趣味1,性价比1,性价比低，景色一般，可玩性低，有待改进，,,,,,,豫园差评
wei-wei-wei-wei,1分,不佳,景色1,趣味1,性价比1,不咋样徒有虚名以后不会再去那了,,,,,,豫园差评
M50****733,2分,一般,景色2,趣味2,性价比2,风景美如画嘞，这满眼的绿色呀，看起来就舒服,,,,,,豫园差评
186****9918,1分,不佳,景色1,趣味1,性价比1,一般景色一般，性价比低，,,,,,,豫园差评
行走的柚子呀,2分,一般,景色3,趣味3,性价比2,一般般，不值得去。票价太高了。人还特别多，可玩性低。后期打造的没啥意思。有待改进，还不如在官网上买票，浪费钱有点儿。。。,,,,,,豫园差评
